num_id,source,a3_lbl,brand,amManu,country,countai,ai1,ai2,ai3,has_ml,ai1_mg,ai1_ml,ai2_mg,ai2_ml,ai3_mg,ai3_ml,strength_lbl,fdc,salt,salt_name,packtype,packsize,NAFDAC_REGNO,a3,ai1_no,ai2_no,ai3_no,gname_no,gname,amBrand,natapp,qaact,ID2,DateofWHOprequalification,RefNo,GlobalFundQAStandard,WHOPrequalificationSRA,Manufacturingsite,ID4,source5,amBrand_BEN,AMM23,AMM24,LaboratoireFabricant,originalorder,CMR24_ID,GB_ID,CHECK
NGA-0030,NAFDAC,TABLET,AFRAB CHLOROQUINE,AFRAB CHEM LTD,NIGERIA,1,CHLOROQUINE,.,.,0,155,.,.,.,.,.,155mg,UNKNOWN,YES,PHOSPHATE,,,A11-100076,1,68,.,.,4,CHLOROQUINE,AFRAB CHLOROQUINE | TABLET | CHLOROQUINE | 155mg | AFRAB CHEM LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1599,NAFDAC,TABLET,AFRIMAL,SWISS PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,A4-8112,1,61,74,.,40,AL,AFRIMAL | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | SWISS PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AwL_NGA_146,NGA-24-AwL,TABLET,AFRIMAL,AFRI GENERICS,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480MG,YES,NO,N/A,individual package,6,A4-8112,1,61,74,.,40,AL,AFRIMAL | TABLET | ARTEMETHER LUMEFANTRINE . | 80/480MG | AFRI GENERICS,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0690,NAFDAC,TABLET,AGABA,JAY FORMULATIONS LTD,INDIA,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,62.5,.,375,.,.,.,62.5/375mg,UNKNOWN,UNKNOWN,.,,,,1,71,77,.,55,DHA-PPQ,AGABA | TABLET | DIHYDROARTEMISININ PIPERAQUINE | 62.5/375mg | JAY FORMULATIONS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0427,NAFDAC,TABLET,AGWOIBA,FREDUN PHARMA LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,B4-9506,1,61,74,.,40,AL,AGWOIBA | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | FREDUN PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0732,NAFDAC,TABLET,AKTEMAF,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AKTEMAF | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_216,NGA-24-AwL,TABLET,AKTEMAF-DS,AKKAF PHARMA LTD,NIGERIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480MG,YES,NO,N/A,individual package,6,B4-9513,1,61,74,.,40,AL,AKTEMAF-DS | TABLET | ARTEMETHER LUMEFANTRINE | 80/480MG | AKKAF PHARMA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0954,NAFDAC,TABLET,ALASPHATE,ALPHA LABORATORIES LTD,INDIA,1,QUININE,.,.,0,300,.,.,.,.,.,300mg,UNKNOWN,YES,SULPHATE,,,,1,83,.,.,19,QUININE,ALASPHATE | TABLET | QUININE | 300mg | ALPHA LABORATORIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
166,CMR24,TABLET,ALAXIN PLUS,EURIMEX PHARMA,INDIA,3,DIHYDROARTEMISININ,PYRIMETHAMINE,SULFADOXINE,0,60,.,500,.,25,.,60mg-500mg-25mg,,,,,B/3,,1,71,81,85,237,DIHYDROARTEMISININE+SULFADOXINE+PYRIMETHAMINE,ALAXIN PLUS | TABLET | DIHYDROARTEMISININ PYRIMETHAMINE SULFADOXINE | 60mg-500mg-25mg | EURIMEX PHARMA,999*,0,.,.,.,.,.,.,.,.,.,,6421302,"GVS , 2,SWAMIGEHA,URSEKARWADI DOMBIVLI(E)- 421 201 MAHARASTRA, INDIA.",304,.,.,6
NGA-0059,NAFDAC,TABLET,ALBEQUINE,ALBEN HEALTHCARE INDUSTRIES LTD,NIGERIA,1,CHLOROQUINE,.,.,0,250,.,.,.,.,.,250mg,UNKNOWN,YES,PHOSPHATE,,,,1,68,.,.,4,CHLOROQUINE,ALBEQUINE | TABLET | CHLOROQUINE | 250mg | ALBEN HEALTHCARE INDUSTRIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0060,NAFDAC,TABLET,ALBETRIN,ALBEN HEALTHCARE INDUSTRIES LTD,NIGERIA,2,SULFAMETHOXAZOLE,TRIMETHOPRIM,.,0,400,.,80,.,.,.,400/80mg,UNKNOWN,UNKNOWN,.,,,A11-0966,1,86,88,.,174,SULFAMETHOXAZOLE TRIMETHOPRIM,ALBETRIN | TABLET | SULFAMETHOXAZOLE TRIMETHOPRIM | 400/80mg | ALBEN HEALTHCARE INDUSTRIES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1064,NAFDAC,TABLET,ALDRINE,MANCARE PHARMA PVT LTD,INDIA,1,PROGUANIL,.,.,0,100,.,.,.,.,.,100mg,UNKNOWN,UNKNOWN,.,,,,1,79,.,.,14,PROGUANIL,ALDRINE | TABLET | PROGUANIL | 100mg | MANCARE PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1248,NAFDAC,TABLET,ALEFER-QS,NORRIS MEDICINES LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,ALEFER-QS | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | NORRIS MEDICINES LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0033,NAFDAC,TABLET,ALFADOX,AFRAB CHEM LTD,NIGERIA,2,PYRIMETHAMINE,SULFADOXINE,.,0,500,.,25,.,.,.,500/25mg,UNKNOWN,UNKNOWN,.,,,,1,81,85,.,21,SP,ALFADOX | TABLET | PYRIMETHAMINE SULFADOXINE | 500/25mg | AFRAB CHEM LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
364,BEN AWL DATA,TABLET,ALM,MAKERS LABORATORIES LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,YES,UNKNOWN,.,individual package,6,,1,61,74,.,40,AL,ALM | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | MAKERS LABORATORIES LTD,999*,0,.,.,.,.,.,.,17,BEN - SEARCH,ALM DS,,,,,.,.,5
AwL_NGA_69,NGA-24-AwL,TABLET,ALMIITRON,OCEAN HEALTHCARE PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,YES,NO,N/A,individual package,6,999*,1,61,74,.,40,AL,ALMIITRON | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | OCEAN HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_303,NGA-24-AwL,TABLET,ALMIITRON SOFTGEL,OCEAN HEALTHCARE PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480MG,YES,NO,N/A,individual package,6,B4-9790,1,61,74,.,40,AL,ALMIITRON SOFTGEL | TABLET | ARTEMETHER LUMEFANTRINE | 80/480MG | OCEAN HEALTHCARE PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0993,NAFDAC,TABLET,ALPA-MALOSTAT,MEDOPHARM,INDIA,1,QUININE,.,.,0,300,.,.,.,.,.,300mg,UNKNOWN,YES,SULPHATE,,,A4-0718,1,83,.,.,19,QUININE,ALPA-MALOSTAT | TABLET | QUININE | 300mg | MEDOPHARM,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1175,NAFDAC,TABLET,ALPA-MALOSTAT,MEDOPHARM PVT LTD,INDIA,1,QUININE,.,.,0,300,.,.,.,.,.,300mg,UNKNOWN,YES,SULPHATE,,,A4-0718,1,83,.,.,19,QUININE,ALPA-MALOSTAT | TABLET | QUININE | 300mg | MEDOPHARM PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-0077,NAFDAC,TABLET,ALPAQUINE,ALPA LABORATORIES PVT LTD,INDIA,1,QUININE,.,.,0,300,.,.,.,.,.,300mg,UNKNOWN,YES,SULPHATE,,,B4-6010,1,83,.,.,19,QUININE,ALPAQUINE | TABLET | QUININE | 300mg | ALPA LABORATORIES PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AwL_NGA_230,NGA-24-AwL,TABLET,ALUKTEM,ZOTA HEALTHCARE LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120MG,yes,no,.,individual package,24,A4-100502,1,61,74,.,40,AL,ALUKTEM | TABLET | ARTEMETHER LUMEFANTRINE | 20/120MG | ZOTA HEALTHCARE LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_153,NGA-24-AwL,TABLET,ALUKTEM DS,ZOTA HEALTHCARE LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480MG,YES,NO,N/A,individual package,6,A4-100503,1,61,74,.,40,AL,ALUKTEM DS | TABLET | ARTEMETHER LUMEFANTRINE | 80/480MG | ZOTA HEALTHCARE LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
492,CMR,TABLET,ALUMET DT,SECUMED PHARMA LTD ; ERIKA HEALTHCARE,CYPRUS,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,1X6 ,,1,61,74,.,40,AL,ALUMET DT | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | SECUMED PHARMA LTD ; ERIKA HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,12281406,,,,.,.,4
493,CMR,TABLET,ALUMET DT,SECUMED PHARMA LTD ; ERIKA HEALTHCARE,CYPRUS,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,BLISTER PLAQUETTE,1X6 ,,1,61,74,.,40,AL,ALUMET DT | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | SECUMED PHARMA LTD ; ERIKA HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,12281407,,,,.,.,4
NGA-1600,NAFDAC,TABLET,AMAKIN ARTEMETHER,SWISS PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AMAKIN ARTEMETHER | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | SWISS PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1601,NAFDAC,TABLET,AMAKIN ARTEMETHER,SWISS PHARMA PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AMAKIN ARTEMETHER | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | SWISS PHARMA PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1206,NAFDAC,TABLET,AMALAR,MICRO LABS LTD,INDIA,2,PYRIMETHAMINE,SULFADOXINE,.,0,500,.,25,.,.,.,500/25mg,UNKNOWN,UNKNOWN,.,,,,1,81,85,.,21,SP,AMALAR | TABLET | PYRIMETHAMINE SULFADOXINE | 500/25mg | MICRO LABS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_27,NGA-24-AwL,TABLET,AMALAR,Elbe Pharma Nigeria LTD,NIGERIA,2,SULFADOXINE,PYRIMETHAMINE,.,0,500,.,25,.,.,.,500/25MG,YES,NO,.,individual package,3,999*,1,81,85,.,21,SP,AMALAR | TABLET | SULFADOXINE PYRIMETHAMINE | 500/25MG | Elbe Pharma Nigeria LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1207,NAFDAC,TABLET,AMALAR PLUS,MICRO LABS LTD,INDIA,3,ARTESUNATE,SULFAMETHOXYPYRAZINE,PYRIMETHAMINE,0,500,.,25,.,200,.,500mg-25mg-200mg,UNKNOWN,UNKNOWN,.,,,,1,65,87,81,50,AS-SP,AMALAR PLUS | TABLET | ARTESUNATE SULFAMETHOXYPYRAZINE PYRIMETHAMINE | 500mg-25mg-200mg | MICRO LABS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
AwL_NGA_104,NGA-24-AwL,TABLET,AMASUNAT,MAXHEAL LABORATORIES PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480MG,YES,NO,N/A,individual package,6,C4-1932,1,61,74,.,40,AL,AMASUNAT | TABLET | ARTEMETHER LUMEFANTRINE | 80/480MG | MAXHEAL LABORATORIES PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_304,NGA-24-AwL,TABLET,AMASUNAT,MAXHEAL LABORATORIES PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,YES,NO,N/A,individual package,24,C4-1930,1,61,74,.,40,AL,AMASUNAT | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | MAXHEAL LABORATORIES PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
AwL_NGA_75,NGA-24-AwL,TABLET,AMASUNAT DISPERSIBLE,MAXHEAL LABORATORIES PVT LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,yes,no,n/a,individual package,12,C4-1931,1,61,74,.,40,AL,AMASUNAT DISPERSIBLE | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | MAXHEAL LABORATORIES PVT LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1208,NAFDAC,TABLET,AMATEM,MICRO LABS LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AMATEM | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | MICRO LABS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1209,NAFDAC,TABLET,AMATEM FORTE,MICRO LABS LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AMATEM FORTE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | MICRO LABS LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1277,NAFDAC,TABLET,AMATEM FORTE,OLIVE HEALTHCARE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,B4-0952,1,61,74,.,40,AL,AMATEM FORTE | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | OLIVE HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
AwL_NGA_01,NGA Awl 24 ,TABLET,AMATEM FORTE,S KANT HEALTHCARE LTD/ Elbe Pharma Nigeria LTD,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,yes,n/a,.,individual package,24,A4-3489,1,61,74,.,40,AL,AMATEM FORTE | TABLET | ARTEMETHER LUMEFANTRINE | 20/120mg | S KANT HEALTHCARE LTD/ Elbe Pharma Nigeria LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-1278,NAFDAC,TABLET,AMATEM FORTE SOFTGEL,OLIVE HEALTHCARE,INDIA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,B4-0952,1,61,74,.,40,AL,AMATEM FORTE SOFTGEL | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | OLIVE HEALTHCARE,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2
NGA-1276,NAFDAC,TABLET,AMATEM SOFTGEL,Elbe Pharma Nigeria LTD,India,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120mg,yes,n/a,,individual package,24,B4-0952,1,61,74,.,40,AL,AMATEM SOFTGEL | TABLET | ARTEMETHER LUMEFANTRINE | 60mg-500mg-25mg | Elbe Pharma Nigeria LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1
AwL_NGA_343,NGA-24-AwL,TABLET,AMATEM SOFTGEL 20/120,ELBE PHARMA NIGERIA LTD,UNKNOWN,2,ARTEMETHER,LUMEFANTRINE,.,0,20,.,120,.,.,.,20/120MG,YES,NO,N/A,individual package,18,999*,1,61,74,.,40,AL,AMATEM SOFTGEL 20/120 | TABLET | ARTEMETHER LUMEFANTRINE | 20/120MG | ELBE PHARMA NIGERIA LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0
NGA-0281,NAFDAC,TABLET,AMBIFAN,DATONG WEIHUA PHARMA CO LTD,CHINA,2,ARTEMETHER,LUMEFANTRINE,.,0,80,.,480,.,.,.,80/480mg,UNKNOWN,UNKNOWN,.,,,,1,61,74,.,40,AL,AMBIFAN | TABLET | ARTEMETHER LUMEFANTRINE | 80/480mg | DATONG WEIHUA PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-0790,NAFDAC,TABLET,AMDIN,JIANGSU RUINIAN QIANJIN PHARMA CO LTD,CHINA,2,ARTESUNATE,MEFLOQUINE,.,0,200,.,250,.,.,.,200/250mg,UNKNOWN,UNKNOWN,.,,,,1,65,75,.,47,ASMQ,AMDIN | TABLET | ARTESUNATE MEFLOQUINE | 200/250mg | JIANGSU RUINIAN QIANJIN PHARMA CO LTD,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
NGA-1294,NAFDAC,TABLET,AMINOQUINE CAPLET,OPC PHARM JOINT STOCK CO,VIETNAM,2,DIHYDROARTEMISININ,PIPERAQUINE,.,0,40,.,320,.,.,.,40/320mg,UNKNOWN,YES,PIPERAQUINE PHOSPHATE,,,,1,71,77,.,55,DHA-PPQ,AMINOQUINE CAPLET | TABLET | DIHYDROARTEMISININ PIPERAQUINE | 40/320mg | OPC PHARM JOINT STOCK CO,999*,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3
